caseid,weight,votereg,Q2,Q3a,Q3b,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_7,Q4_8,Q4_9,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q4_18,Q4_19,Q4_20,Q4_21,Q5,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q8_16,Q8_17,Q8_18,Q8_19,Q8_20,Q8_21,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q10,Q11,Q12,Q13,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q16_10,Q16_11,Q16_12,Q16_13,Q16_14,Q16_15,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q20,Q21,Q22,tsmart_voter_score,tsmart_pid,tsmart_G2016_vote_type,tsmart_P2016_vote_type,tsmart_P2014_vote_type,tsmart_G2014_vote_type,tsmart_G2012_vote_type,tsmart_P2012_vote_type,tsmart_PP2012_vote_type,tsmart_match_status,vb_vf_g2018,vb_vf_p2018,vb_vf_p2018_party,birthyr,gender,race,educ,marstat,employ,faminc_new,pid3,pid7,presvote16post,inputstate,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
1001939261,0.804443197843848,1,9,9,2,4,3,4,4,6,4,2,6,4,6,6,4,4,4,6,6,4,6,6,3,22,3,5,2,998,998,998,998,998,1,998,10,998,998,7,6,8,998,3,9,998,4,1,2,5,3,4,5,1,1,4,2,2,2,2,2,2,2,2,2,2,1,1,3,1,3,1,3,2,1,3,1,2,3,1,2,3,3,3,3,1,3,1,2,2,5,5,2,1,1,3,2,2,2,1,1,98,1,P,,,1947,2,1,2,1,6,97,1,1,1,24,2,3,5,4,2,2,3,09/04/2019 23:45:58,09/05/2019 00:00:51
1001971265,1.40570215848099,1,9,9,2,4,4,3,5,3,2,3,3,3,2,1,4,3,4,5,4,3,4,1,4,21,4,1,4,5,998,998,10,7,998,8,998,998,998,998,9,3,998,6,2,998,998,4,2,1,3,5,2,2,3,1,2,2,2,2,2,1,2,2,2,2,2,3,2,3,2,3,4,3,2,3,3,3,3,2,4,3,2,2,2,2,3,2,4,1,4,3,1,8,8,98,98,98,98,98,98,98,8,A,,,2000,2,3,3,5,2,97,1,2,7,9,4,2,2,2,2,3,3,09/04/2019 23:59:14,09/05/2019 00:02:51
1001971409,1.23187168272685,1,9,9,1,5,3,5,5,5,5,5,5,2,5,5,2,5,1,5,5,2,5,2,4,16,3,998,998,998,998,998,998,998,998,998,5,998,998,2,998,1,998,998,4,998,3,5,4,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,2,4,2,2,3,3,3,3,2,2,3,3,3,3,2,1,3,3,3,3,1,1,2,3,2,8,8,98,98,98,98,98,98,98,8,E,E,D,1998,2,1,2,5,4,4,1,1,1,4,1,2,9,6,2,4,7,09/05/2019 00:01:08,09/05/2019 00:08:44
1001966203,1.00006710374507,1,9,9,1,6,2,5,6,6,4,5,6,6,6,6,6,2,2,6,6,2,6,5,3,2,3,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,1,998,998,3,998,4,1,1,1,1,2,1,2,2,2,1,2,2,2,2,3,4,2,3,2,4,4,4,4,3,3,2,3,4,4,4,2,2,3,1,1,1,1,1,1,2,8,8,98,98,98,98,98,98,98,8,,Y,,1968,1,3,2,1,1,7,1,1,1,36,3,1,2,5,2,1,3,09/04/2019 23:51:28,09/05/2019 00:12:09
1001898007,0.663491453641127,1,9,9,1,5,2,2,5,5,5,5,5,1,5,5,5,5,2,5,5,3,5,5,4,11,3,998,3,2,998,998,6,998,998,8,1,998,998,5,998,4,10,998,9,998,7,3,5,1,2,4,4,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,2,3,2,2,3,3,2,2,2,2,2,2,3,2,2,2,3,3,1,8,1,1,1,3,3,8,8,98,98,98,98,98,98,98,8,,,,1953,2,3,3,3,5,4,1,1,1,6,3,7,1,4,1,2,1,09/05/2019 00:10:46,09/05/2019 00:21:24
1001972601,0.807576006313136,1,9,9,1,5,2,2,5,2,5,5,6,2,2,6,2,2,2,5,6,2,5,2,4,2,4,5,1,998,998,998,998,10,8,998,2,6,998,9,998,3,998,998,4,998,7,2,5,1,3,4,3,1,1,1,2,2,2,2,2,2,2,2,2,2,1,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,2,3,3,2,1,8,1,1,5,3,2,1,98,98,98,98,98,98,98,1,,,,1951,2,2,2,6,5,2,1,2,1,36,3,3,2,5,2,2,1,09/05/2019 00:13:30,09/05/2019 00:24:17
1001978045,0.936953701021869,1,9,9,1,6,1,2,6,6,6,6,6,2,6,6,6,6,1,6,6,4,6,6,4,2,4,8,1,4,6,998,7,998,998,998,3,998,998,998,5,2,9,998,10,998,998,1,4,3,2,5,3,1,1,1,2,2,2,2,2,2,2,2,2,2,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,4,4,8,4,5,5,3,2,8,98,98,98,98,98,98,98,1,Y,Y,D,1965,2,2,2,3,6,3,3,3,1,25,3,7,11,5,2,2,2,09/05/2019 00:31:26,09/05/2019 00:42:20
1001978705,0.893560080021926,1,9,9,1,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,5,4,2,2,8,2,998,6,998,998,998,998,7,998,4,998,9,998,1,5,10,3,998,998,1,5,4,2,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,3,2,3,2,3,2,2,3,3,2,3,3,1,3,3,1,1,1,1,3,3,1,98,1,1,1,98,98,1,P,P,,1969,2,2,2,5,8,3,1,1,1,55,2,2,1,5,1,1,2,09/05/2019 00:39:13,09/05/2019 00:47:09
1001978953,1.47562712544972,1,9,9,1,6,1,6,6,6,6,6,6,2,6,6,1,6,1,6,6,2,6,6,4,2,3,998,1,7,998,998,3,9,8,998,6,998,998,2,10,4,998,998,5,998,998,1,5,3,2,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,4,4,4,4,2,4,4,3,3,4,4,3,2,3,3,4,1,3,3,3,3,3,1,2,5,3,8,8,98,98,98,98,98,98,98,8,,,,1991,1,3,2,1,1,7,1,2,1,48,3,7,2,5,1,1,2,09/05/2019 00:41:35,09/05/2019 00:52:48
1001937517,1.00714379778001,1,9,9,2,5,1,3,5,5,5,5,5,2,2,5,5,5,2,5,5,2,5,5,4,2,4,998,1,5,998,998,998,998,998,998,4,998,998,998,998,3,998,998,2,998,998,1,5,4,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,3,3,3,2,2,2,3,3,3,2,3,2,2,2,3,3,3,3,1,1,2,5,3,2,3,5,98,98,98,1,98,98,1,Y,,,1951,2,1,2,1,6,7,1,1,1,51,6,2,1,4,2,1,1,09/05/2019 00:51:15,09/05/2019 01:05:12
1001928255,0.804443197843848,1,9,9,1,5,1,3,5,5,2,6,5,2,5,6,5,5,2,5,6,3,6,5,4,2,4,998,1,7,998,998,5,6,998,998,9,998,998,3,4,2,998,998,10,998,8,1,4,3,2,5,4,1,1,1,2,2,2,2,2,2,1,2,2,2,2,3,3,3,3,3,3,3,1,3,3,3,2,2,4,2,4,2,2,3,1,1,1,8,3,2,3,8,8,98,98,98,98,98,98,98,8,Y,,,1933,2,1,2,3,5,2,3,3,1,22,2,2,10,6,2,4,6,09/05/2019 00:53:31,09/05/2019 01:08:42
1001868489,0.7837425015963,1,9,9,1,6,1,2,4,6,6,6,6,4,6,6,3,6,2,5,6,3,5,6,4,2,3,2,7,998,9,998,998,998,998,5,998,3,998,8,1,4,998,998,6,998,10,2,5,4,1,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,4,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,3,8,3,1,1,1,2,2,5,2,8,8,98,98,98,98,98,98,98,8,,,,1985,1,2,3,5,1,4,1,2,1,12,3,2,4,2,1,1,2,09/05/2019 00:43:33,09/05/2019 01:12:55
1000742171,0.991988307740209,1,9,9,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,2,2,1,1,1,3,22,3,7,2,1,998,998,998,998,8,998,5,10,998,998,998,3,998,998,4,6,9,1,5,4,2,3,4,2,1,1,2,2,2,2,2,2,2,2,2,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,1,3,2,5,5,3,2,3,3,98,98,5,5,5,98,1,A,,,1947,2,2,2,3,5,5,1,2,1,13,6,3,1,5,1,1,1,09/05/2019 01:12:12,09/05/2019 01:27:47
1001111749,0.986573524952545,1,9,9,1,3,1,2,5,5,4,5,5,1,1,5,5,5,2,3,5,1,3,5,4,2,3,998,1,6,998,9,7,998,998,8,3,4,998,998,998,5,998,998,2,998,10,1,5,3,4,2,3,1,3,2,2,2,2,1,1,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,4,2,5,2,3,1,1,1,1,98,1,1,98,98,1,P,P,D,1960,1,3,2,1,5,4,1,1,1,34,2,1,2,6,2,2,3,09/05/2019 00:48:17,09/05/2019 01:28:45
1001990745,0.694036394583638,1,9,9,2,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,5,5,5,4,16,2,998,5,998,998,6,10,3,998,998,4,7,8,998,2,1,998,998,998,9,998,2,4,5,1,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,3,1,2,3,2,5,1,8,8,98,98,98,98,98,98,98,8,Y,Y,D,1998,2,3,3,1,7,3,1,1,1,1,1,3,1,2,1,2,5,09/05/2019 01:23:53,09/05/2019 01:36:07
1001986723,0.782653130894071,1,9,9,1,2,2,2,2,1,3,2,3,2,1,6,1,2,3,2,2,2,3,2,4,5,3,10,4,6,998,1,8,998,998,998,5,3,998,2,998,998,998,9,7,998,998,2,1,4,5,3,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,3,2,2,2,1,3,3,1,2,3,2,2,3,3,2,2,1,1,2,3,3,2,1,1,1,1,8,8,98,98,98,98,98,98,98,8,,,,1953,2,1,2,1,2,4,1,1,1,4,2,1,1,5,2,3,5,09/05/2019 01:16:14,09/05/2019 01:37:36
1001631621,1.63562639550796,1,9,9,1,6,1,5,5,1,5,5,2,1,6,6,5,5,2,5,2,2,6,6,4,2,4,998,1,6,998,4,998,8,998,10,2,998,998,9,998,5,998,7,3,998,998,1,4,2,5,3,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,3,3,1,3,2,4,2,2,2,4,1,3,1,3,3,3,1,3,3,3,3,3,1,1,2,1,3,1,2,98,98,98,8,98,98,1,E,,,1987,2,6,4,1,1,3,1,2,1,12,3,1,2,4,2,1,3,09/04/2019 03:31:01,09/05/2019 01:43:11
1001929663,0.787265284937336,1,9,9,2,5,1,5,5,5,5,5,5,2,5,5,1,5,5,5,5,2,5,5,4,2,4,998,1,7,998,998,5,998,998,998,6,4,998,2,998,998,998,998,3,998,998,1,4,3,5,2,4,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,4,3,3,3,4,3,4,4,3,4,4,3,4,3,4,2,3,3,3,1,3,1,1,2,2,4,3,98,98,98,98,98,98,98,1,,,,1951,1,3,2,1,6,3,1,2,7,48,4,2,2,5,1,1,1,09/05/2019 01:27:17,09/05/2019 01:47:16
1001992077,1.42022709709571,1,9,9,2,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,4,16,4,998,2,998,998,998,998,998,998,998,998,998,998,998,998,1,998,998,998,998,998,2,5,4,1,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,1,4,4,4,4,3,4,4,4,3,4,4,4,3,3,2,2,2,3,3,3,3,3,4,2,5,3,8,8,98,98,98,98,98,98,98,8,,,,1996,1,6,2,6,1,2,1,2,1,42,3,3,11,6,2,4,7,09/05/2019 01:39:33,09/05/2019 01:50:09
1001996959,1.39104669857795,1,9,9,1,5,2,5,2,5,6,2,6,2,3,5,6,2,3,5,6,3,3,3,4,2,1,998,2,9,998,10,4,998,998,998,998,998,998,6,8,1,998,998,3,7,5,1,4,2,5,3,3,1,4,2,2,2,2,2,1,2,2,2,2,2,2,3,3,3,3,1,3,3,3,3,1,3,3,3,3,3,3,1,1,3,2,2,1,2,2,1,1,3,3,98,98,98,98,5,98,98,1,Y,,,1988,2,2,2,5,1,97,1,2,7,1,4,7,11,6,2,2,3,09/05/2019 01:58:34,09/05/2019 02:02:03
1001935463,1.22854249054679,1,9,9,1,6,2,5,6,6,5,6,6,5,2,6,6,5,2,6,6,5,6,6,3,22,3,998,2,4,998,998,998,998,998,998,998,3,998,998,998,1,998,998,998,998,998,2,5,3,1,4,3,2,1,1,2,2,2,2,2,2,2,2,2,2,1,4,3,1,3,2,3,3,1,2,2,3,3,2,3,2,3,1,3,3,8,3,3,1,2,5,3,1,3,3,98,1,1,3,1,1,1,P,P,,1937,2,1,2,1,5,3,1,2,1,26,3,1,2,2,1,1,1,09/05/2019 01:48:17,09/05/2019 02:06:32
1001588035,0.944395592862411,1,9,9,1,5,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,2,2,998,1,6,7,998,5,10,9,998,998,998,998,4,998,3,998,8,2,998,998,1,5,4,3,2,1,1,3,3,2,2,2,2,2,2,2,2,2,2,1,4,3,2,2,2,3,3,2,2,2,3,3,2,3,2,2,2,2,8,8,3,3,2,1,5,3,3,1,1,98,98,98,1,98,98,1,,,,1961,1,2,2,1,6,7,1,1,1,24,4,3,11,4,1,1,1,09/05/2019 02:02:59,09/05/2019 02:11:18
1001998135,0.996332954675434,1,9,9,1,4,3,3,1,3,4,1,4,3,4,2,1,4,1,1,3,2,2,4,4,17,4,998,998,998,2,998,998,998,998,5,998,998,4,998,998,998,998,998,1,3,998,3,1,2,4,5,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,4,3,3,4,2,4,3,2,4,3,3,4,4,3,4,2,1,1,2,2,2,2,1,2,1,8,8,98,98,98,98,98,98,98,8,,,,1990,2,3,4,1,1,6,3,3,2,48,2,2,1,2,1,2,4,09/05/2019 02:13:26,09/05/2019 02:17:21
1001997959,1.40106443674404,1,9,9,2,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,4,998,1,2,998,998,998,998,998,4,7,998,5,9,8,3,998,6,998,10,998,1,5,4,2,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,1,2,2,2,2,1,8,8,98,98,98,98,98,98,98,8,,,,1998,1,6,2,6,7,3,1,1,7,1,2,2,1,2,1,2,5,09/05/2019 02:11:12,09/05/2019 02:20:08
1001976903,1.2102168287703,1,9,9,1,2,2,2,2,2,3,3,3,5,3,5,2,3,3,3,2,3,2,3,4,8,2,998,1,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,1,3,5,2,4,4,1,1,2,1,1,2,2,2,2,2,2,1,2,2,4,3,2,3,3,3,2,2,2,3,3,2,2,1,2,2,1,3,1,3,3,3,2,1,5,1,1,1,5,5,5,5,5,5,98,1,,,,1941,1,1,2,1,5,9,3,3,1,20,3,1,2,2,1,1,2,09/05/2019 02:09:34,09/05/2019 02:29:12
1002002013,0.718051309331704,1,9,9,1,5,1,2,5,5,5,5,5,2,5,5,2,5,2,5,2,2,5,5,4,2,4,998,1,6,998,10,4,998,998,998,3,998,998,7,9,5,998,8,2,998,998,1,5,3,4,2,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,3,3,2,2,3,2,3,2,3,2,2,3,2,3,2,2,3,3,1,3,1,1,2,3,2,1,1,4,4,3,3,3,3,98,1,A,A,,1940,1,2,2,6,5,6,1,1,1,6,1,1,11,6,2,3,6,09/05/2019 02:25:04,09/05/2019 02:38:53
1001898225,0.725256041026145,1,9,9,1,2,2,2,5,2,3,5,2,1,1,5,2,2,3,2,3,1,3,2,4,19,2,998,9,6,998,4,7,998,998,8,2,5,998,3,998,10,998,998,1,998,998,4,3,2,5,1,4,3,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,4,3,2,2,1,5,3,5,8,98,98,98,98,98,98,98,1,,,,1957,1,2,4,5,6,97,1,2,1,6,3,1,12,5,2,4,6,09/05/2019 02:20:57,09/05/2019 02:39:26
1001845243,0.796679647027511,1,9,9,1,5,1,5,5,5,5,5,5,4,5,5,5,5,1,5,6,3,5,5,4,16,2,998,2,998,998,998,998,998,998,998,998,998,998,998,998,1,998,998,3,998,998,2,4,5,1,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,1,4,4,4,3,4,4,4,3,3,4,2,3,4,4,4,4,2,3,3,4,1,3,1,2,5,3,3,3,98,98,98,98,1,98,98,1,,,,1953,2,2,2,3,5,3,1,1,7,4,2,2,11,5,2,2,8,09/05/2019 02:19:49,09/05/2019 02:44:46
1002003869,1.06283043345501,1,9,9,1,5,2,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,4,16,3,998,2,998,998,998,998,998,998,998,998,998,998,998,998,1,998,998,998,998,998,2,998,998,1,998,2,2,3,1,2,2,2,2,2,2,2,2,2,2,1,4,4,1,3,3,4,2,4,2,4,2,4,2,4,2,2,2,3,3,3,2,4,2,5,5,3,1,3,4,4,4,4,4,5,98,1,M,M,,1986,1,1,2,5,4,97,1,1,4,53,6,7,9,6,2,4,7,09/05/2019 02:50:35,09/05/2019 02:59:31
1002003797,0.742099148393679,1,9,9,1,2,2,5,6,5,5,5,5,2,5,5,2,5,2,5,5,2,5,5,4,19,4,5,3,8,998,7,10,998,998,9,1,998,998,6,998,4,998,998,2,998,998,3,5,2,4,1,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,3,3,2,3,2,3,2,3,3,3,2,1,8,3,8,3,8,1,1,3,3,1,1,98,98,98,98,98,98,1,P,,,1991,2,3,3,6,2,2,1,1,1,8,2,2,1,4,1,1,8,09/05/2019 02:49:34,09/05/2019 03:03:52
1001926961,1.13945078085868,1,9,9,1,6,2,5,6,6,6,6,6,2,6,6,1,6,2,6,6,2,6,6,4,22,5,998,3,998,998,998,998,998,998,998,2,998,998,1,998,998,998,998,5,998,998,2,5,1,3,4,4,3,1,3,2,2,2,2,2,2,2,2,2,2,1,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,3,4,8,4,1,5,5,3,3,1,1,98,98,98,98,98,98,1,P,,,1964,2,3,2,3,6,3,1,2,7,35,6,3,11,6,2,4,8,09/04/2019 21:55:44,09/05/2019 03:06:19
1002007035,1.85660813207702,1,9,9,2,5,2,1,5,5,2,4,2,5,2,5,2,2,5,5,5,1,5,5,4,6,3,998,998,3,998,998,1,998,998,5,998,7,998,4,6,998,998,998,2,998,998,4,5,2,3,1,2,3,2,2,2,2,1,2,1,2,1,2,2,2,2,3,3,1,1,1,3,4,1,3,4,3,3,2,3,2,4,4,3,3,3,3,3,2,1,1,1,8,8,98,98,98,98,98,98,98,8,,,,1993,2,1,2,6,7,3,1,2,1,45,6,3,1,4,1,2,3,09/05/2019 02:54:13,09/05/2019 03:34:44
1002009337,1.27235898337082,1,9,9,1,5,2,2,6,1,6,6,6,5,6,6,1,6,1,6,6,2,6,6,4,5,2,998,3,6,998,1,9,998,998,998,4,8,998,5,998,2,998,998,7,10,998,4,1,5,2,3,3,2,1,1,2,2,1,2,1,2,2,2,2,1,2,4,3,4,2,3,4,4,4,3,4,3,4,4,4,3,4,2,3,3,3,3,2,1,1,1,1,8,8,98,98,98,98,98,98,98,8,,,,1979,1,1,2,1,1,4,1,1,1,53,4,1,10,6,2,4,6,09/05/2019 03:19:18,09/05/2019 03:41:15
1001917651,0.552346141794113,1,9,9,1,4,2,4,6,4,4,6,1,4,1,6,5,6,2,4,5,5,6,1,2,12,2,998,4,998,998,998,998,998,998,3,998,2,998,998,998,5,998,998,6,998,1,1,998,998,2,3,4,1,1,1,2,2,2,2,1,2,2,2,1,2,2,3,2,2,3,1,4,2,1,3,3,3,2,2,4,2,3,1,3,3,1,1,1,2,5,5,2,1,4,4,98,98,4,4,4,98,1,A,A,,1944,1,3,1,1,5,11,1,2,2,6,3,1,2,6,2,1,2,09/05/2019 03:27:12,09/05/2019 03:49:06
1002007877,0.637550119860911,1,9,9,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,11,3,998,998,998,998,9,998,4,8,10,1,3,998,7,6,998,2,998,998,998,5,2,4,1,5,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,2,3,3,3,3,2,2,2,3,3,3,2,2,3,1,2,2,2,1,2,1,1,1,2,8,8,98,98,98,98,98,98,98,8,,,,1986,1,1,2,1,1,10,1,1,1,12,2,1,2,3,2,1,2,09/05/2019 03:01:31,09/05/2019 03:53:06
1002013145,0.691666883165,1,9,9,2,5,2,2,6,5,2,6,6,5,6,5,6,5,2,5,6,2,6,2,4,2,3,9,1,3,998,998,998,998,998,998,998,5,998,7,2,4,10,998,6,998,8,1,4,5,3,2,3,1,1,1,2,2,2,2,2,2,2,2,2,2,1,4,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,2,3,2,3,4,3,2,3,3,1,8,8,98,98,98,98,98,98,98,8,,,,1966,1,2,3,5,1,3,1,2,7,51,2,2,1,4,1,1,2,09/05/2019 03:45:01,09/05/2019 03:55:43
1001912751,0.830540868916748,1,9,9,1,2,1,2,2,2,2,2,2,1,2,4,1,2,1,2,3,1,2,2,4,2,2,998,1,6,998,998,4,998,998,998,10,998,998,9,7,3,998,8,2,998,5,2,5,4,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,4,4,4,3,4,4,4,3,4,3,4,4,4,3,4,2,3,3,3,3,4,4,1,1,2,2,1,98,2,2,2,2,2,98,1,E,E,D,1944,1,2,1,1,2,10,1,1,1,4,3,1,1,4,1,2,2,09/05/2019 03:34:15,09/05/2019 03:56:42
1001663759,1.2026712949819,1,9,9,1,6,2,2,6,1,4,5,3,2,2,5,4,4,3,6,5,2,3,1,3,5,2,998,4,6,998,1,998,998,998,998,5,3,998,998,998,998,998,998,7,998,2,2,1,3,5,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,1,3,1,2,2,2,4,3,2,3,2,2,3,2,1,3,3,2,2,3,1,1,1,1,8,8,98,98,98,98,98,98,98,8,,,,1990,1,1,6,1,8,16,3,3,1,42,2,1,9,6,2,4,7,09/04/2019 01:53:11,09/05/2019 03:56:57
1002020287,1.23187168272685,1,9,9,1,5,4,5,5,5,5,5,5,1,5,5,2,5,1,5,5,3,3,5,4,16,2,998,5,8,998,998,7,6,998,998,2,9,998,4,998,1,998,998,3,10,998,4,5,2,1,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,1,1,1,3,8,8,98,98,98,98,98,98,98,8,,,,1990,2,1,2,5,1,6,1,1,1,6,1,2,10,6,2,4,7,09/05/2019 04:23:56,09/05/2019 04:29:16
1002030305,0.903521198648236,1,9,9,2,5,3,5,5,2,5,5,5,1,5,5,2,5,1,5,5,1,5,2,4,11,2,998,998,998,998,5,4,998,998,998,1,998,998,6,998,2,998,998,3,998,7,998,4,1,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,2,3,2,1,2,3,2,3,2,3,2,1,2,3,3,2,3,3,2,2,1,1,8,8,98,98,98,98,98,98,98,8,,,,1992,1,1,4,6,1,6,3,3,7,4,2,2,9,6,2,4,7,09/05/2019 05:47:26,09/05/2019 06:01:57
1001995793,0.991988307740209,1,9,9,2,6,5,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,6,6,4,2,4,10,2,9,7,998,998,998,998,998,4,6,998,998,8,5,998,998,1,3,998,997,997,997,997,997,5,3,3,3,2,2,2,2,2,2,2,2,2,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,8,3,3,1,5,5,3,8,8,98,98,98,98,98,98,98,8,,,,1947,2,2,2,3,5,2,1,1,1,24,6,7,11,5,2,2,6,09/05/2019 09:14:26,09/05/2019 09:34:52
1001981721,1.05723102863733,1,9,9,1,5,5,5,5,5,5,5,2,5,5,5,5,5,2,5,5,1,5,5,4,19,3,998,998,998,998,998,998,998,998,2,998,998,998,998,998,3,998,4,1,998,998,4,3,5,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,4,4,3,2,4,2,2,3,4,2,2,4,4,2,2,2,3,4,4,4,4,4,1,2,1,8,8,98,98,98,98,98,98,98,8,P,P,,1948,1,1,2,1,5,8,1,2,1,26,2,1,10,5,2,4,6,09/05/2019 09:36:25,09/05/2019 09:54:44
1002156179,0.681036254659199,1,9,9,1,6,1,5,6,4,5,6,6,4,6,6,4,6,6,6,5,4,6,6,4,2,5,998,1,3,998,998,8,2,998,998,7,998,998,5,998,4,9,6,10,998,998,1,5,3,2,4,4,1,1,3,2,2,2,2,2,2,2,2,2,2,1,4,4,3,4,2,4,4,1,1,4,3,3,4,4,4,3,4,8,3,1,3,4,4,2,5,2,2,3,5,5,98,5,5,98,98,1,Y,Y,D,1955,1,2,1,1,5,4,1,2,1,45,3,1,1,1,1,1,1,09/05/2019 15:36:55,09/05/2019 15:50:51
1002156911,0.786815004862994,1,9,9,1,6,6,6,6,2,6,6,6,6,6,6,6,3,2,2,6,2,6,6,3,16,5,5,1,10,8,998,2,998,998,998,998,998,998,998,3,4,7,9,998,6,998,998,5,3,998,4,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,4,4,1,3,3,3,4,3,2,1,1,2,3,4,3,1,2,2,2,1,2,3,4,5,5,3,8,8,98,98,98,98,98,98,98,8,,,,1968,1,2,2,6,6,1,1,2,7,37,6,3,11,6,2,2,3,09/05/2019 15:45:34,09/05/2019 15:55:31
1002163331,0.631902105558246,1,9,9,1,6,1,5,5,5,5,6,5,2,5,5,5,5,2,6,5,5,5,5,4,2,4,998,1,5,998,4,7,998,998,10,3,9,998,6,998,2,998,998,8,998,998,1,4,3,2,5,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,4,2,2,2,3,2,3,2,2,3,2,2,2,3,2,2,2,2,3,3,3,1,2,1,5,2,8,8,98,98,98,98,98,98,98,8,E,,,1962,1,2,2,3,6,2,1,1,1,5,2,2,1,2,1,2,6,09/05/2019 16:15:52,09/05/2019 16:39:26
1001935599,1.2102168287703,1,9,9,1,5,2,5,5,5,1,5,3,2,5,5,5,4,5,3,3,2,4,2,2,16,2,998,2,7,10,6,998,4,9,998,5,998,998,8,998,1,998,998,3,998,998,2,5,3,1,4,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,3,1,2,1,2,1,1,2,1,1,1,1,1,1,1,3,2,3,3,3,3,2,1,1,2,1,2,3,5,98,98,98,3,3,98,1,,,,1949,1,1,1,1,5,2,3,4,2,13,3,1,2,5,2,2,1,09/05/2019 16:41:38,09/05/2019 16:56:07
